nct_id,title,status,study_type,intervention_type,phase,locations,start_date,completion_date,enrollment,study_duration_days
NCT05268250,Remedy to Diabetes Distress (R2D2): A Scalable Screen to Treat Program for School-age Families,RECRUITING,INTERVENTIONAL,BEHAVIORAL,['NA'],2,,,180.0,792.0
NCT00764244,"VITRILASE Study: Prospective Randomized Trial Comparing the Effect of Laser, Vitrectomy and Intravitreal Triamcinolone Injection for Diabetic Macular Edema",COMPLETED,INTERVENTIONAL,PROCEDURE,['PHASE3'],1,2005-01-01,2009-12-01,72.0,1795.0
NCT05613920,Dietary Management of Gestational Diabetes Mellitus,UNKNOWN,INTERVENTIONAL,BEHAVIORAL,['NA'],1,,2023-02-01,48.0,792.0
NCT00308347,"A Double-Blind, Randomized, Placebo-Controlled Study to Evaluate the Renal Protective Effects of Losartan in Patients With Non-insulin Dependent Diabetes Mellitus and Nephropathy",COMPLETED,INTERVENTIONAL,DRUG,['PHASE3'],0,1996-05-01,2001-04-01,1513.0,1796.0
NCT06845943,"A Phase 1, Randomized, Double-blind, Placebo-controlled, Single Ascending and Multiple Ascending Dose Study to Assess the Safety, Tolerability, Pharmacokinetics, and Pharmacodynamics of HCR-188 in Overweight or Obese Volunteers",SUSPENDED,INTERVENTIONAL,DRUG,['EARLY_PHASE1'],1,,2027-12-01,48.0,792.0
NCT07181590,BaLloon-based PFA Ablation poST Approval Outcomes for PAF and PersAF,RECRUITING,INTERVENTIONAL,DEVICE,['NA'],22,,2027-08-01,300.0,792.0
NCT02061059,Improving the Cost-effectiveness of Therapeutic Shoes for Diabetic Patients With a Previous Foot Ulcer Using an In-shoe Pressure Device,UNKNOWN,INTERVENTIONAL,OTHER,['NA'],2,2014-03-01,2015-06-01,40.0,457.0
NCT02755558,Effects of Energy Density and Portion Size of Milk in Preschool Children,COMPLETED,INTERVENTIONAL,BEHAVIORAL,['NA'],1,2014-09-01,2015-05-01,143.0,242.0
NCT02511067,"Evaluation Of the Safety, Tolerability and Efficacy of Ranibizumab and Tocilizumab in Eyes With Diabetic Macular Edema.",WITHDRAWN,INTERVENTIONAL,DRUG,['PHASE2'],0,,,0.0,792.0
NCT07432893,Assessing the Effectiveness of Large Language Model (LLM)-Enabled Nurse Treatment Planning in 2 Indian Districts: A Pilot Study,RECRUITING,INTERVENTIONAL,OTHER,['NA'],1,,,672.0,792.0
NCT05426096,Comparison of Intraoperative Best Practice Advisory Reminders to Protocolize Insulin Administration Versus Standard Care in Patients at High Risk of Hyperglycemia,COMPLETED,INTERVENTIONAL,OTHER,['NA'],1,,,7232.0,792.0
NCT05465174,Tovorafenib for the Treatment of Newly Diagnosed or Recurrent Craniopharyngioma in Children and Young Adults,RECRUITING,INTERVENTIONAL,DRUG,['PHASE2'],19,,,57.0,792.0
NCT05014256,System Interventions to Achieve Early and Equitable Transplants (STEPS) Study,COMPLETED,INTERVENTIONAL,BEHAVIORAL,['NA'],1,,,1168.0,792.0
NCT04259775,Guided User-initiated Insulin Dose Enhancements (GUIDE) to Improve Outcomes for Youth With Type 1 Diabetes,WITHDRAWN,INTERVENTIONAL,DEVICE,['NA'],0,2022-09-01,2023-04-01,0.0,212.0
NCT05716503,Comparison Between Negative Pressure Wound Therapy and Conventional Wound Dressings Before and After Split-Thickness Skin Grafting in Diabetic Foot Wounds,UNKNOWN,INTERVENTIONAL,DEVICE,['NA'],1,,2024-04-01,20.0,792.0
NCT03260322,"A Phase 1b Study of ASP8374, an Immune Checkpoint Inhibitor, as a Single Agent and in Combination With Pembrolizumab in Subjects With Advanced Solid Tumors",COMPLETED,INTERVENTIONAL,DRUG,['PHASE1'],54,,,169.0,792.0
NCT03206788,Losartan as Anti-inflammatory Therapy to Augment F508del Cystic Fibrosis Transmembrane (CFTR) Recovery,TERMINATED,INTERVENTIONAL,DRUG,['PHASE2'],4,,,7.0,792.0
NCT01556880,A Randomized Controlled Trial of Short Message Service by Cellular Phone for Professional Drivers With Pre-diabetes,COMPLETED,INTERVENTIONAL,BEHAVIORAL,['NA'],3,2009-05-01,2012-03-01,104.0,1035.0
NCT06602882,Effectiveness and Usability of a Chatbot-delivered Screening and Brief Intervention for Alcohol Reduction in Working-age Adults: A Proof-of-concept Randomised Controlled Trial,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,BEHAVIORAL,['NA'],1,,,300.0,792.0
NCT00995787,"A Randomized, Single-blind, Placebo-controlled, Phase I Study to Assess the Safety, Tolerability, Pharmacokinetics and Pharmacodynamics of AZD1656 Compared to Placebo in T2DM Patients Treated With Metformin and Sulfonylurea",COMPLETED,INTERVENTIONAL,DRUG,['PHASE1'],1,2009-10-01,2010-02-01,75.0,123.0
NCT00639457,Exercise and Pioglitazone for HIV-Metabolic Syndromes,COMPLETED,INTERVENTIONAL,DRUG,['NA'],1,2005-01-01,2009-12-01,44.0,1795.0
NCT04708574,Impact of Lifestyle Changes on Reducing Risk Factors for Type 2 Diabetes Among Arab Canadian Muslim Women.,COMPLETED,INTERVENTIONAL,BEHAVIORAL,['NA'],1,,,60.0,792.0
NCT02398084,Particle Sizing of Masticated Tree Nuts - Cashews and Walnuts,UNKNOWN,INTERVENTIONAL,OTHER,['NA'],1,2015-02-01,2016-04-01,10.0,425.0
NCT03487185,A Randomized Trial of Continuous Positive Airway Pressure (CPAP) for Sleep Apnea in Pregnancy,RECRUITING,INTERVENTIONAL,DEVICE,['NA'],14,,,1500.0,792.0
NCT04660630,Real World Research Based on Genomics: Comparison of Precision and Experience Therapy for Chronic Cardiovascular and Cerebrovascular Diseases,UNKNOWN,INTERVENTIONAL,DIAGNOSTIC_TEST,['NA'],1,,,1172.0,792.0
NCT00359879,Safety and Efficacy of Exenatide Taken Before Lunch and Before Dinner Compared With Before Breakfast and Before Dinner in Patients With Type 2 Diabetes Using Oral Antidiabetic Therapy,COMPLETED,INTERVENTIONAL,DRUG,['PHASE3'],15,2006-09-01,2007-07-01,377.0,303.0
NCT00313742,"An Assessment of the Impact of Performing Physical Exercise on the Maximum Plasma Glucose Decline in Subjects With Type 1 Diabetes Managed on a Basal Bolus Insulin Regimen: A Comparison of 3 Basal Insulin Treatments - Insulin Detemir, Insulin Glargine and NPH Insulin",COMPLETED,INTERVENTIONAL,DRUG,['PHASE4'],2,2006-04-01,2006-11-01,51.0,214.0
NCT02413086,,UNKNOWN,INTERVENTIONAL,PROCEDURE,['NA'],0,2015-04-01,,320.0,4030.0
NCT02653092,Reprometabolic Syndrome Mediates Subfertility in Obesity,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,DRUG,['NA'],1,2016-06-01,,84.0,3603.0
NCT03116009,Randomization of Early Versus Standard Diabetes Screening Among Obese Pregnant Women,TERMINATED,INTERVENTIONAL,DRUG,['PHASE3'],1,,,600.0,792.0
NCT04223895,"Phase I Clinical Trial to Compare the Pharmacokinetics and Tolerability of CKD-386 With Co-administration of D012, D326, and D337 in Healthy Adult Volunteers",UNKNOWN,INTERVENTIONAL,DRUG,['PHASE1'],0,,,30.0,792.0
NCT00324792,Effect of an Intensive Insulin Therapy on the Production of LTE4 in Patients With Diabetes,COMPLETED,INTERVENTIONAL,DRUG,['NA'],1,2006-05-01,2007-10-01,45.0,518.0
NCT02753803,"A Randomized, Open-label, Multiple Dosing, Three-way Crossover Clinical Trial to Investigate the Pharmacokinetic/Pharmacodynamic Drug-drug Interaction of Evogliptin 5 mg and Pioglitazone 30 mg",COMPLETED,INTERVENTIONAL,DRUG,['PHASE1'],1,,,36.0,792.0
NCT00662519,Short Course of Pegylated GCSF (Neulasta®) as Immunomodulatory Therapy for Type 1 Diabetes,COMPLETED,INTERVENTIONAL,DRUG,['PHASE1'],1,2008-04-01,2014-03-01,21.0,2160.0
NCT06353568,Effect of Photobiomodulation as a Preventive Treatment for Diabetic Foot: Randomized Controlled Blinded Clinical Study,RECRUITING,INTERVENTIONAL,DEVICE,['NA'],1,,,64.0,792.0
NCT01103960,8 Week Randomised Double-blind Study to Compare the Efficacy and Safety of Telmisartan 80mg+ Amlodipine 5 mg vs. Amlodipine 5mg Monotherapy in Patients With Hypertension Who Fail to Respond Adequately to Treatment With Amlodipine 5mg Monotherapy,COMPLETED,INTERVENTIONAL,DRUG,['PHASE3'],16,2010-07-01,,324.0,5765.0
NCT00569556,Effect of Care Management on Diabetes Outcomes,COMPLETED,INTERVENTIONAL,OTHER,['NA'],1,2006-09-01,2009-05-01,550.0,973.0
NCT05734755,Effects of an Individualized Dietary Behavioural Change (IDBC) Programme and Exercise Training in Combination or Separately on Managing Sarcopenic Obesity in Community-dwelling Older Adults: A Cluster Randomized Controlled Trial,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,BEHAVIORAL,['NA'],1,,,380.0,792.0
NCT04254029,Short Term Cardiovascular and Renal Effects of Moringa Oleifera Extracts and Stevia Rebaudiana Bertoni as add-on Therapy in a Population of Type II Diabetes Individuals,COMPLETED,INTERVENTIONAL,DIETARY_SUPPLEMENT,['PHASE4'],1,,,19.0,792.0
NCT00103935,"A Phase 2, Randomized, Double-Blind, Placebo-Controlled, Multicenter Study to Examine Safety and Pharmacokinetics of Exenatide Long-Acting Release Administered Weekly in Subjects With Type 2 Diabetes Mellitus",COMPLETED,INTERVENTIONAL,DRUG,['PHASE2'],7,2005-02-01,2005-10-01,45.0,242.0
NCT00468117,Islet Transplantation in Type 1 Diabetic Kidney Allograft Recipients: Efficacy of Islet After Kidney Transplantation (CIT-06),COMPLETED,INTERVENTIONAL,PROCEDURE,['PHASE3'],10,2007-01-01,,24.0,7042.0
NCT05654103,Randomized Controlled Trial Comparing endoAVF Versus surgAVF,RECRUITING,INTERVENTIONAL,DEVICE,['NA'],2,,,90.0,792.0
NCT05531838,A Community Controlled Study of MMC Mode Combined With CGM Therapeutic Monitoring Technology in the Management of Patients With Prediabetes,UNKNOWN,INTERVENTIONAL,DEVICE,['NA'],0,,,190.0,792.0
NCT00574639,Mechanisms of Hypoglycemia-Associated Autonomic Dysfunction. The Effect of Alprazolam on Exercise Induced Hypoglycemia.,COMPLETED,INTERVENTIONAL,DRUG,['EARLY_PHASE1'],1,2007-07-01,2016-06-01,14.0,3258.0
NCT05594264,Developing and Implementing a Storytelling Intervention for African Americans Living With Hypertension,TERMINATED,INTERVENTIONAL,BEHAVIORAL,['NA'],1,,,31.0,792.0
NCT03466866,Randomized Controlled Trial of Preventing and Reducing Emergency Visits in Diabetes Through Education and Telehealth vs. Diabetes Education to Reduce Emergency Visits and Hospitalizations Over 12 Months in African Americans Americans,COMPLETED,INTERVENTIONAL,BEHAVIORAL,['PHASE3'],1,,,156.0,792.0
NCT03808740,Orthostatic Intolerance After Bariatric Surgery,TERMINATED,INTERVENTIONAL,DRUG,['PHASE1'],1,,,10.0,792.0
NCT03138356,"A Randomized, Single-dose, Open-label, Single-center, Crossover Study to Assess the Fed- and Fasted State Bioequivalence of Fixed-Dose Combination Tablets of Saxagliptin / Dapagliflozin / Metformin XR and Dapagliflozin / Metformin XR Relative to Individual Components in Healthy Subjects",COMPLETED,INTERVENTIONAL,DRUG,['PHASE1'],1,,,126.0,792.0
NCT04143412,"Antiproteinuric Efficacy of ACE Inhibitors, Selective MRAs and ACE Inhibitor/Selective MRA Combination Therapy in Diabetic Hypertensives With Microalbuminuria",UNKNOWN,INTERVENTIONAL,DRUG,['PHASE2'],1,,2020-03-01,75.0,792.0
NCT03726008,The Effect of a Perinatal Health Promotion Program on the Different Levels of Gestational Hyperglycemic Women's Bio-psycho-social Features and Child Growth,TERMINATED,INTERVENTIONAL,BEHAVIORAL,['NA'],1,,,120.0,792.0
NCT00517283,A Study by Scintigraphy to Evaluate the Effect of Exenatide on Gastric Emptying in Subjects With Type 2 Diabetes,COMPLETED,INTERVENTIONAL,DRUG,['PHASE1'],1,2005-01-01,2005-06-01,17.0,151.0
NCT04702672,"High-amylose Barley (HIAMBA) in the Regulation and Prevention of Type 2 Diabetes: a Randomized, Cross-over, Acute Dietary Intervention Study.",COMPLETED,INTERVENTIONAL,DIETARY_SUPPLEMENT,['NA'],1,,,38.0,792.0
NCT05576025,Effects of Cold-induced Shivering at Different Intensities on 24-hour Glucose Profiles in Pre-diabetic Individuals and Patients With Type 2 Diabetes Mellitus,COMPLETED,INTERVENTIONAL,OTHER,['NA'],1,,,24.0,792.0
NCT02563522,"A Phase III, Double-blind, Randomized, Placebo-controlled, Multicenter Study to Assess the Safety and Efficacy of VM202 to Treat Chronic Nonhealing Foot Ulcers in Diabetic Patients With Concomitant Peripheral Arterial Disease (PAD)",TERMINATED,INTERVENTIONAL,GENETIC,['PHASE3'],22,,,44.0,792.0
NCT00994253,"A Prospective, Randomized, Open-label Clinical Trial to Evaluate the Effect of Tekturna (Aliskiren), Angiotensin Inhibitors, Diuretics, and Calcium Channel Blockers on Coronary Flow Reserve in Patients With Type II Diabetes and Hypertension",WITHDRAWN,INTERVENTIONAL,DRUG,['PHASE4'],1,2009-08-01,2012-12-01,0.0,1218.0
NCT02345291,"A Phase 2a, Randomized, Double-blind, Placebo (Vehicle)-Controlled, Dose Finding Trial to Assess the Safety, Tolerability and Efficacy of NRD135S.E1 in Patients With Neuropathic Pain Associated With Diabetes Mellitus",COMPLETED,INTERVENTIONAL,DRUG,['PHASE2'],10,2015-04-01,2016-07-01,88.0,457.0
NCT00140647,The Study of Atherosclerosis With Ramipril and Rosiglitazone,COMPLETED,INTERVENTIONAL,DRUG,['PHASE3'],0,2001-07-01,2006-07-01,1200.0,1826.0
NCT07217249,Diabetes Endothelial Keratoplasty Study (DEKS): Impact of Diabetes and Other Predictors on Corneal Transplant Endothelial Cell Loss and Success,ENROLLING_BY_INVITATION,INTERVENTIONAL,PROCEDURE,['NA'],14,,,570.0,792.0
NCT05088135,The Effect of Auricular Vagus Nerve Stimulation on EEG and EMG Measurement in Healthy Persons,COMPLETED,INTERVENTIONAL,DEVICE,['NA'],1,,,90.0,792.0
NCT00447590,,COMPLETED,INTERVENTIONAL,DEVICE,['NA'],1,2007-03-01,2013-06-01,153.0,2284.0
NCT01108120,The Therapeutical Role of Continuous Intra-femoral Artery Infusion of Urokinase on Diabetic Foot Ulcers,COMPLETED,INTERVENTIONAL,DRUG,['PHASE2'],1,2010-05-01,,200.0,5826.0
NCT05345327,SGLT2 Inhibitors As First Line Therapy to Prevent Renal Decline in Type 2 Diabetes,RECRUITING,INTERVENTIONAL,DRUG,['PHASE3'],8,,,994.0,792.0
NCT03270436,Diabetes Prevention Program Lifestyle Intervention in the Marshallese Population,COMPLETED,INTERVENTIONAL,BEHAVIORAL,['NA'],1,,,380.0,792.0
NCT03648138,Testing the Influence of Different Sugary Drink Warning Label Designs,COMPLETED,INTERVENTIONAL,BEHAVIORAL,['NA'],1,,,1016.0,792.0
NCT02510521,,COMPLETED,INTERVENTIONAL,DEVICE,['NA'],1,2012-02-01,2014-06-01,18.0,851.0
NCT05413694,Epidemiological Monitoring of COVID-19 Patients Hospitalized on Reunion Island,UNKNOWN,INTERVENTIONAL,OTHER,['NA'],1,2022-07-01,2024-12-01,450.0,884.0
NCT01654341,A RANDOMIZED CLINICAL TRIAL TO EVALUATE THE EFFECTIVENESS OF A MULTI-MODAL INTERVENTION IN FRAIL AND PREFRAIL OLDER PEOPLE WITH TYPE 2 DIABETES ON FRAILTY AND QUALITY OF LIFE: THE MID-Frail STUDY,COMPLETED,INTERVENTIONAL,BEHAVIORAL,['NA'],1,2013-12-01,2017-02-01,986.0,1158.0
NCT00885638,Study of the Effect of Sitagliptin on the Hormonal Responses to Macronutrient Ingestion in Healthy Volunteers,COMPLETED,INTERVENTIONAL,DRUG,['PHASE4'],1,2009-08-01,2012-09-01,12.0,1127.0
NCT00563875,Laboratory Aspirin Resistance in Coronary Artery Disease Patients With or Without Diabetes Mellitus,COMPLETED,INTERVENTIONAL,DRUG,['NA'],1,2007-11-01,2008-06-01,210.0,213.0
NCT06703372,"Effectiveness Of Photobiomodulation In Treatment Of Xerostomia In Type Ii Diabetic Patients (A Randomized, Controlled Clinical Trial)",COMPLETED,INTERVENTIONAL,OTHER,['NA'],1,,,60.0,792.0
NCT03407677,The Impact of ROTO Track® in Helping Patients With Diabetes Rotate Their Insulin Injections Better - a Proof-of-concept Study,COMPLETED,INTERVENTIONAL,DEVICE,['NA'],1,,,35.0,792.0
NCT01487811,"Bioequivalence of Two Biphasic Insulin Aspart 30 (NovoLog® Mix 70/30) Formulations (Current and New Formulation With Glycerol): A Randomized, Double-Blind, Two-Period Crossover Study in Healthy Volunteers",COMPLETED,INTERVENTIONAL,DRUG,['PHASE1'],1,2005-05-01,2005-11-01,50.0,184.0
NCT00470262,Effects of PPAR Ligands on Ectopic Fat Accumulation and Inflammation in Subjects With Impaired Glucose Tolerance,COMPLETED,INTERVENTIONAL,DRUG,['NA'],1,2007-01-01,2014-06-01,27.0,2708.0
NCT05887817,Effects of Finerenone on Vascular Stiffness and Cardiorenal Biomarkers in Type 2 Diabetes and Chronic Kidney Disease (FIVE-STAR),ACTIVE_NOT_RECRUITING,INTERVENTIONAL,DRUG,['PHASE4'],1,,,100.0,792.0
NCT03883503,The Influence of Water and Salt Intake on Copeptin Levels During Moderate Alcohol Consumption - a Pathophysiological Study,COMPLETED,INTERVENTIONAL,OTHER,['NA'],1,,,10.0,792.0
NCT00672386,"A 12-Week, Double-Blind, Randomized, Placebo-Controlled Study in Type 2 Diabetes Mellitus Subjects to Evaluate the Efficacy, Safety and Tolerability of MTP Inhibitor JNJ-16269110 (R256918)",COMPLETED,INTERVENTIONAL,DRUG,['PHASE2'],62,2007-12-01,2008-09-01,352.0,275.0
NCT07522359,The Effect of a Short-Bout Combined Aerobic and Resistance Exercise Program on Physical Activity and Muscle Strength in Older Adults With Diabetes and Probable Sarcopenia: A Randomized Controlled Trial,NOT_YET_RECRUITING,INTERVENTIONAL,BEHAVIORAL,['NA'],0,,,73.0,792.0
NCT01908348,Pilot Study: Dose Dependent Effects of Erythritol on Endothelial Function in Patients With Type 2 Diabetes Mellitus,COMPLETED,INTERVENTIONAL,DIETARY_SUPPLEMENT,['NA'],1,,2016-12-01,27.0,792.0
NCT02136199,Patient-centered Dissemination of Evidence-based Medicine: Share EBM,COMPLETED,INTERVENTIONAL,OTHER,['NA'],12,2014-09-01,2016-05-01,62.0,608.0
NCT00928876,"Effect of Interleukin-1 Receptor Antagonist on Insulin Sensitivity in Obese, Insulin Resistant Individuals",UNKNOWN,INTERVENTIONAL,DRUG,['PHASE2'],1,2009-06-01,2010-07-01,12.0,395.0
NCT02184676,"Early Immunological, Metagenomic, Metabolic and Environmental Factors in the Progression to Type 1 Diabetes: the TRAKR Cohort",COMPLETED,INTERVENTIONAL,BIOLOGICAL,['NA'],1,,,512.0,792.0
NCT03654586,A Randomized-controlled Experiment on the Effects of Sugary Drink Warning Labels,TERMINATED,INTERVENTIONAL,BEHAVIORAL,['NA'],1,,,337.0,792.0
NCT02706821,"An Eight-week, Randomized, Double-blind, Placebo-controlled Crossover Clinical Trial of Persimmon Leaf Extract on Anti-diabetes",COMPLETED,INTERVENTIONAL,DIETARY_SUPPLEMENT,['NA'],0,2014-02-01,2015-02-01,34.0,365.0
NCT01841398,South Asian HeArt Risk Assessment Project - Trial,UNKNOWN,INTERVENTIONAL,BEHAVIORAL,['NA'],1,2012-06-01,,343.0,5064.0
NCT01324388,Pharmacokinetic and Pharmacodynamic Effect of LY2189265 on Lisinopril in Subjects With Hypertension and Metoprolol in Healthy Subjects,COMPLETED,INTERVENTIONAL,BIOLOGICAL,['PHASE1'],3,2011-03-01,2011-08-01,51.0,153.0
NCT07246603,Virtual Housecalls: Redesigning Pediatric Primary Care Adolescent Obesity Treatment,NOT_YET_RECRUITING,INTERVENTIONAL,BEHAVIORAL,['NA'],1,2026-08-01,2030-01-01,500.0,1249.0
NCT00516048,An Exploratory Study of the Effect of Treatment Interruption on Safety of Exenatide in Patients With Type 2 Diabetes,COMPLETED,INTERVENTIONAL,DRUG,['PHASE3'],13,2007-08-01,2008-04-01,58.0,244.0
NCT01424150,Restrictive Versus Liberal Fluid Therapy in Major Abdominal Surgery,COMPLETED,INTERVENTIONAL,OTHER,['NA'],1,2013-07-01,,3000.0,4669.0
NCT03228706,"Effectiveness of a Structured Group-Based Intervention ""Know Your Medicine - Take It For Health"" (KYM-TIFH) in Improving Medication Adherence Among Malay Patients With Underlying Type 2 Diabetes Mellitus in the Sarawak State of Malaysia: A Randomized Controlled Trial",COMPLETED,INTERVENTIONAL,BEHAVIORAL,['NA'],2,,,142.0,792.0
NCT04100473,"A Randomized, Open-Label, 6-Period Cross-Over Study to Investigate the Dose Response of Dance 501 (Human Insulin Inhalation Solution and Inhaler) in Subjects With Type 2 Diabetes Mellitus (T2DM)",COMPLETED,INTERVENTIONAL,DRUG,['PHASE2'],1,,,24.0,792.0
NCT00853424,A Comparison of Islet Cell Transplantation With Medical Therapy on the Risk of Progression of Diabetic Retinopathy and Diabetic Macular Edema,WITHDRAWN,INTERVENTIONAL,PROCEDURE,['PHASE3'],0,2009-12-01,2010-12-01,0.0,365.0
NCT06593704,Proactive Population Health Management of Cardiovascular Disease in Primary Care Using a Multilevel Guideline Adherence Toolkit (the PROSPERA-program).,ENROLLING_BY_INVITATION,INTERVENTIONAL,OTHER,['NA'],1,,,848.0,792.0
NCT07418073,Transcutaneous CO₂ Therapy in Recurrent Hard-to-Heal Diabetic Foot Ulcers,COMPLETED,INTERVENTIONAL,OTHER,['NA'],1,,,30.0,792.0
NCT03393338,Diabetes Interprofessional Team to Enhance Adherence to Medical Care,COMPLETED,INTERVENTIONAL,BEHAVIORAL,['NA'],1,,,200.0,792.0
NCT02290925,The Effect of a Biscuit Containing the Extract of Salacia Reticulata on Glycaemia in Patients With Type 2 Diabetes Mellitus Randomized Triple Blind Placebo Controlled Two Period Two Sequence Crossover Clinical Trial,COMPLETED,INTERVENTIONAL,DRUG,['PHASE3'],1,2014-05-01,2017-04-01,133.0,1066.0
